-7.062000000000000455e+01 2.171574619967429509e+00 0.000000000000000000e+00 2.166339572937189484e+00 0.000000000000000000e+00 -1.283130262514384961e-03 0.000000000000000000e+00 2.922933843763075856e-04 0.000000000000000000e+00 2.192558273029021620e-02 0.000000000000000000e+00
-3.639999999999999858e+01 2.095295030324730856e+00 -1.678380874891661004e-03 2.096845808959979518e+00 -5.419467723053112216e-07 -5.874386496984808879e-03 8.391895746038849314e-04 -1.904241559163466491e-03 1.677297556726059687e-03 1.587012546776023214e-02 -5.419467716433628084e-07
-2.499333333332999985e+01 2.021134249935982563e+00 -4.218058262673166918e-13 2.026531091747564073e+00 -5.027197670487702356e-16 -6.848743183932523744e-03 2.106727806544635985e-13 -3.085026816666669447e-03 4.212103002223442716e-13 1.437133428103720689e-02 -2.961839029132380800e-16
-1.928999999999999915e+01 1.947761907110821422e+00 -1.431797822437135337e-12 1.956402341743929352e+00 -5.708483341023565534e-14 -6.672866241505626649e-03 6.533257381951217802e-13 -4.332407986991637650e-03 -1.431794203100650279e-12 1.421539234319457723e-02 2.224116556206206986e-14
-1.586800000000000033e+01 1.873985259764648026e+00 -6.828936762656721647e-08 1.885101738304854724e+00 -9.922512335583598312e-09 -6.310715125642008677e-03 2.368913027472887268e-08 -6.843518347366739363e-03 -6.828936761413189931e-08 1.480434463104984832e-02 2.722197518846889633e-09
-1.358666666667000023e+01 1.796831730416478035e+00 -2.647873034072388516e-05 1.810349180608135544e+00 -8.569107868299374474e-06 -5.974232912901128283e-03 4.697029643612885242e-06 -1.131184885200997581e-02 -2.647652217025225007e-05 1.605106744438256072e-02 1.625296312976975945e-06
-1.195714285713999914e+01 1.712639057138495513e+00 -7.909505247465215255e-04 1.728449491045180419e+00 -4.159546791885137618e-04 -6.330175425012718980e-03 1.449491985073084515e-05 -1.935088633140213954e-02 -7.907853290971514522e-04 1.810927556642383252e-02 6.149820869453021693e-05
-1.073499999999999943e+01 1.614901511590091321e+00 -6.728515189878841833e-03 1.631403535199223098e+00 -4.970788476425043803e-03 -9.274384815913114949e-03 -8.304509612087218216e-04 -3.462320402635221672e-02 -6.677867633796024001e-03 2.151410808519305107e-02 6.010614841925501599e-04
-9.784444444444000410e+00 1.507897447764732224e+00 -2.663351708875228221e-02 1.522181556571625460e+00 -2.482659100249341028e-02 -1.301938093854616840e-02 -5.996624681451025694e-03 -4.818636217963934154e-02 -2.582641784633630047e-02 2.560223177125042771e-02 2.616987831387649135e-03
-9.023999999999999133e+00 1.390721534539810511e+00 -6.887654155063656358e-02 1.401612974543350543e+00 -7.377604294823512932e-02 -1.469915169438670670e-02 -1.886031790944057984e-02 -5.238491916828991180e-02 -6.107734483333239484e-02 2.991426072635039457e-02 6.961954714694074120e-03
-8.401818181817999331e+00 1.278448600707666083e+00 -1.370825511622196791e-01 1.294552652423418548e+00 -1.564760464293150632e-01 -6.716473763645165913e-03 -3.761974257372732722e-02 -3.399354853257152698e-02 -1.038243467200883757e-01 3.234831211704491949e-02 1.331735610475635878e-02
-7.883333333332999793e+00 1.173329258076506010e+00 -2.335777520609726987e-01 1.206702760585290468e+00 -2.663708317694399863e-01 1.280600766261964958e-02 -5.496384272881674887e-02 6.722961183702746979e-03 -1.377292503416533975e-01 3.287234011693573876e-02 2.031392430692174900e-02
