-9.243905643984000164e+01 0.000000000000000000e+00
-4.535426204694999797e+01 8.223415837191538522e-20
-2.965933058265000000e+01 2.073388167056933222e-19
-2.181186485050999835e+01 4.854802539639776419e-13
-1.710338541121999967e+01 3.485254786953113396e-08
-1.396439911835999936e+01 1.458056057372734277e-05
-1.172226605202999927e+01 5.271304329586269611e-04
-1.004066625229000032e+01 5.084635507915665799e-03
-8.732755296927999566e+00 2.367905660048575528e-02
-7.686426532640999731e+00 7.221253080145476066e-02
-6.830339361861000214e+00 1.679085033083055345e-01
-6.116933386211999668e+00 2.801710575000099235e-01
-5.513282176046000238e+00 3.469326919302440082e-01
-4.995866853047999712e+00 3.808619506121433407e-01
-4.547440239782000404e+00 4.004491264033477882e-01
-4.155066953174999966e+00 4.130037289033913206e-01
-3.808855229698000056e+00 4.205470241277819987e-01
-3.501111475496000214e+00 4.239456378530285785e-01
-3.225761800683999869e+00 4.243797046169781040e-01
-2.977947093352999897e+00 4.235345346506785846e-01
-2.753733786719999799e+00 4.227833284762685939e-01
-2.549903507963000138e+00 4.229110683138002647e-01
-2.363797601271000026e+00 4.243025772609912982e-01
-2.193200520137999820e+00 4.270331665392747555e-01
-2.036251205495000161e+00 4.311810337194819098e-01
-1.891374915055000105e+00 4.366112341628341498e-01
-1.757230201685000104e+00 4.433758673922811311e-01
-1.632667253556000064e+00 4.500723425989742732e-01
-1.508104305425999936e+00 4.577520381942096761e-01
-1.383541357296999896e+00 4.679621917642365903e-01
-1.258978409168000079e+00 4.786380899380208165e-01
-1.134415461037999950e+00 4.902032509027204332e-01
-1.009852512908999911e+00 5.028133111282845347e-01
-8.852895647798000311e-01 5.176610469027522754e-01
-7.607266166505000093e-01 5.392448101450286746e-01
-6.361636685210999564e-01 5.777757687270370646e-01
-5.116007203918000457e-01 6.344406257190994269e-01
-3.870377722625000239e-01 7.089493763144150140e-01
-2.624748241331000265e-01 7.963899066045352360e-01
-1.379118760038000047e-01 8.475628096809091350e-01
-1.334892787448999953e-02 8.623264689431255903e-01
1.112140202547999973e-01 9.620600890998457499e-01
2.357769683842000086e-01 1.055768441528220913e+00
3.603399165135000026e-01 8.917277461669378402e-01
4.849028646428000244e-01 7.964598509676449334e-01
6.094658127722000218e-01 7.359566995989073046e-01
7.340287609015000436e-01 6.607583650744499604e-01
8.585917090307999544e-01 5.786205742761675319e-01
9.831546571600999762e-01 5.061417959960157198e-01
1.107717605289000096e+00 4.540786494163016607e-01
1.232280553419000002e+00 4.210087805240534387e-01
1.356843501548000042e+00 4.036593901957529207e-01
1.481406449677000081e+00 3.957008776199258393e-01
1.605969397806999988e+00 3.934412354224784969e-01
1.730532345936000027e+00 3.955404350796991597e-01
1.855095294065000067e+00 4.012616030383325261e-01
1.979658242194999973e+00 4.103132333223219463e-01
2.104221190324000013e+00 4.219792909091173994e-01
2.228784138452999830e+00 4.355549333486120611e-01
2.353347086583000181e+00 4.500284804017454232e-01
2.477910034711999998e+00 4.645404265057027637e-01
2.602472982840999816e+00 4.782013573708194798e-01
2.727035930971000166e+00 4.904672902316927763e-01
2.851598879099999984e+00 5.009417613624989052e-01
2.976161827228999801e+00 5.096392985970463751e-01
3.100724775359000152e+00 5.166556874977514813e-01
3.225287723487999969e+00 5.222477621669300296e-01
3.349850671616999787e+00 5.262940367064614655e-01
3.474413619747000137e+00 5.283583917969331134e-01
3.598976567875999955e+00 5.275117548699517211e-01
3.723539516005000216e+00 5.230416390942851379e-01
3.848102464135000123e+00 5.146007630799704913e-01
3.972665412263999940e+00 5.025478118773560876e-01
4.097228360393000202e+00 4.874918181545421225e-01
4.221791308522999664e+00 4.702535709139222808e-01
4.346354256651999926e+00 4.515047536112838378e-01
4.470917204781000187e+00 4.318498216524419564e-01
4.595480152910999649e+00 4.117053206562507617e-01
4.720043101039999911e+00 3.913992078850732081e-01
4.844606049169000173e+00 3.711589287238941659e-01
4.969168997298999635e+00 3.511480209927592688e-01
5.093731945427999896e+00 3.315009173088546146e-01
5.218294893557000158e+00 3.123002348341052392e-01
5.342857841686999620e+00 2.936369782713595944e-01
5.467420789815999882e+00 2.755534923017129434e-01
5.591983737945000144e+00 2.581156803735110694e-01
5.716546686074999606e+00 2.413430499851805522e-01
5.841109634203999867e+00 2.252817450290021672e-01
5.965672582333000129e+00 2.099358590285264059e-01
6.090235530462999591e+00 1.953332805023333119e-01
6.214798478591999853e+00 1.814662625515318928e-01
6.339361426721000115e+00 1.683456944074274431e-01
6.463924374850999577e+00 1.559543201881010976e-01
6.588487322979999838e+00 1.442881506283731352e-01
6.713050271109000100e+00 1.333226168831368186e-01
6.837613219238999562e+00 1.230419071094945582e-01
6.962176167367999824e+00 1.134165109288280404e-01
7.086739115497000085e+00 1.044226052567412966e-01
7.211302063627000436e+00 9.602753601070357359e-02
7.335865011755999809e+00 8.820602011566723577e-02
7.460427959885000071e+00 8.091405352756662894e-02
7.584990908015000421e+00 7.416723785004830649e-02
7.709553856143999795e+00 6.775693291204125390e-02
7.834116804273000056e+00 6.226676486015798179e-02
7.958679752403000407e+00 5.669772457094537921e-02
8.092824465773000853e+00 5.116198936030010025e-02
8.237700756211999931e+00 4.585466280464277344e-02
8.394650070855000479e+00 4.057625919772370193e-02
8.565247151989000329e+00 3.542080300104979290e-02
8.751353058679999464e+00 3.041515046575166137e-02
8.955183337436999125e+00 2.561247816846259212e-02
9.179396644069999667e+00 2.106588786599748048e-02
9.427211351401000528e+00 1.684102496010576877e-02
9.702561026213000872e+00 1.300305246893408186e-02
1.001030478042000027e+01 9.621523730434004829e-03
1.035651650388999911e+01 6.753224792776262551e-03
1.074888979049999982e+01 4.439226012867425117e-03
1.119731640376999948e+01 2.686615124877396021e-03
1.171473172676000019e+01 1.464009842487858613e-03
1.231838293692999997e+01 6.964732481527234923e-04
1.303178891257999972e+01 2.771261393566253495e-04
1.388787608336000012e+01 8.651635011350463126e-05
1.493420484764000022e+01 1.927772378250348673e-05
1.624211580300000080e+01 2.607052900140989296e-06
1.792371560275000064e+01 1.665118105539081975e-07
2.016584866907999896e+01 2.885807701646195790e-09
2.330483496193999926e+01 5.483042679431781245e-12
2.801331440122000060e+01 6.684627038707940064e-17
3.586078013336999959e+01 -3.048314610146523731e-25
5.155571159766999756e+01 -5.147589577190110740e-25
9.864050599054999680e+01 0.000000000000000000e+00
