-9.243905643984000164e+01 3.032057814478605007e+00 0.000000000000000000e+00 3.007851989218408573e+00 0.000000000000000000e+00 -1.003584875975299315e-02 0.000000000000000000e+00 6.210560604415604757e-03 0.000000000000000000e+00 5.532043286763155265e-03 0.000000000000000000e+00
-4.535426204694999797e+01 2.919463027194821869e+00 -1.058471303450208729e-16 2.894818078307984432e+00 -8.050625350981248525e-17 -8.839123474066580208e-03 8.554783511734146966e-17 7.024472172197482323e-03 7.293005652453296129e-17 6.465255816998194405e-03 6.889590110887604427e-17
-2.965933058265000000e+01 2.800195479599718151e+00 -1.179650115569306251e-16 2.775213048197116006e+00 -1.081538679893246002e-16 -4.260054876906591709e-03 6.795059949192024529e-17 6.816724219223857517e-03 5.983985838483196341e-17 7.446643217868142983e-03 8.876227087885152909e-17
-2.181186485050999835e+01 2.669511220486613379e+00 -1.181990274864084148e-10 2.643977438106837052e+00 -1.268768374536953395e-10 3.526806893569183442e-03 6.812461118608041704e-11 6.154408291513036033e-03 5.651946962226876178e-11 8.863763530769119825e-03 1.053004551575148844e-10
-1.710338541121999967e+01 2.520377877452431914e+00 -4.557972395595620171e-06 2.493768566700383271e+00 -5.036948421151831713e-06 1.548596703271136639e-02 9.188399941830900021e-07 5.226601448285350671e-03 1.412788421537729208e-06 1.145540236148256952e-02 3.624667933728446042e-06
-1.396439911835999936e+01 2.329943014081762964e+00 -1.176650926965788638e-03 2.300424955071501909e+00 -1.288246066777317018e-03 3.416886397837932271e-02 1.701283895583206819e-04 5.441772585868420720e-03 2.700231457771284731e-04 2.097732728401879854e-02 7.797237878382503283e-04
-1.172226605202999927e+01 2.080063303695844024e+00 -2.623240661815720923e-02 2.045576681571688038e+00 -2.819308164574405723e-02 6.445406582776243287e-02 1.799289698563911284e-03 4.306051143844413787e-03 3.618204710865588480e-03 3.087396921664797844e-02 1.231810984819455522e-02
-1.004066625229000032e+01 1.753349695145442144e+00 -1.577551083482324756e-01 1.711497422247292288e+00 -1.676143673841541948e-01 1.166817949850417480e-01 1.530776309620258090e-02 -5.529184210508297781e-03 1.282885551847925965e-02 1.830899991906587143e-02 4.732915120395473491e-02
-8.732755296927999566e+00 1.513361162667346438e+00 -4.511338738292407502e-01 1.471645161933042179e+00 -4.779432790900464134e-01 1.675811572787234693e-01 5.863202792930005680e-02 -2.392592774171198311e-02 1.779765595094853770e-02 -2.511601438048394197e-02 7.333115553908711726e-02
-7.686426532640999731e+00 1.390977179776134331e+00 -8.394227504697271414e-01 1.361330425735087557e+00 -8.877878720341403351e-01 2.073553391170617488e-01 1.408163458004463020e-01 -4.947821253965656307e-02 1.215185628291765019e-02 -8.157868237536014533e-02 5.859650705983815433e-02
